	Unnamed: 0	chrom	start	end	name	housekeeping	marker Tonsil	ragi
18143	28218	chr15	64095982	64095982	SNX1	True	False	0.09567656096807693
18149	28231	chr12	122752824	122752824	DENR	True	False	0.18843693266015893
18166	28260	chr11	32101995	32101995	RCN1	True	False	0.4638852495153257
18170	28267	chr6	110958928	110958928	GTF3C6	True	False	0.14009823828987167
18230	28342	chr17	8162948	8162948	VAMP2	True	False	0.1166917126622894
18263	28397	chr8	56074508	56074508	RPS20	True	False	0.31904786671415225
18268	28404	chr20	25390387	25390387	ABHD12	True	False	0.2356676699957399
18277	28413	chr8	11869448	11869448	CTSB	True	False	0.1005383486432717
18278	28414	chr7	44582231	44582231	TMED4	True	False	0.1499134339574165
18312	28457	chr1	153922972	153922972	GATAD2B	True	False	0.07993414814997345
18320	28465	chr5	6713432	6713432	TENT4A	True	False	0.1160725228920459
18321	28466	chr15	64387836	64387836	TRIP4	True	False	0.28559593178643067
18324	28471	chr20	34311802	34311802	AHCY	True	False	0.3200944658737637
18382	28563	chr5	131165341	131165341	HINT1	True	False	0.11043723799816069
18385	28566	chr20	34516444	34516444	DYNLRB1	True	False	0.14774265229891462
18389	28572	chr20	34363273	34363273	ITCH	True	False	0.1594723240046984
18423	28615	chr17	8383193	8383193	RPL26	True	False	0.15718187396160188
18436	28629	chr7	108569874	108569874	DNAJB9	True	False	0.10430413356206722
18475	28688	chr6	166342547	166342547	SFT2D1	True	False	0.06135332857161623
18484	28708	chr11	63974620	63974620	COX8A	True	False	0.1517392197408345
18526	28769	chr17	9575820	9575820	STX8	True	False	0.31932155757748
18534	28783	chr11	64185272	64185272	STIP1	True	False	0.1377998305991947
18578	28848	chr16	4351320	4351320	PAM16	True	False	0.33016743430771084
18589	28860	chr6	105403082	105403082	PREP	True	False	0.33783993273195895
18590	28861	chrX	130401987	130401987	RBMX2	True	False	0.31175630217981876
18591	28863	chr9	133348218	133348218	RPL7A	True	False	0.17610529019057747
18602	28879	chr22	38506294	38506294	DDX17	True	False	0.17841960556612818
18630	28916	chr9	133356487	133356487	SURF1	True	False	0.07778474272432882
18650	28953	chr9	133356550	133356550	SURF2	True	False	0.07824108729794611
18663	28970	chr9	133376166	133376166	SURF4	True	False	0.25227135334993195
18682	28999	chr18	12703018	12703018	PSMG2	True	False	0.11741341577418839
18696	29030	chr7	143902176	143902176	TCAF1	True	False	0.05324676195116779
18710	29053	chr9	133418010	133418010	REXO4	True	False	0.2147052639002739
18711	29054	chr7	127652194	127652194	SND1	True	False	0.19100110081805993
18714	29058	chr20	18567447	18567447	SMIM26	True	False	0.1340597714422702
18724	29071	chr20	408299	408299	RBCK1	True	False	0.24160132434220657
18762	29132	chr7	127588386	127588386	ARF5	True	False	0.14228393192669375
18795	29181	chr20	37179161	37179161	RPN2	True	False	0.17682969139317192
18811	29200	chr16	4440257	4440257	DNAJA3	True	False	0.6684338746916698
18815	29205	chr11	72103236	72103236	LAMTOR1	True	False	0.10512719107683455
18835	29237	chr10	102653965	102653965	TRIM8	True	False	0.11994952714914121
18838	29245	chr19	12934037	12934037	FARSA	True	False	0.11245976530104407
18842	29250	chr12	22046218	22046218	CMAS	True	False	0.24335018918077553
18845	29257	chr9	36190931	36190931	CLTA	True	False	0.2064563154909236
18860	29284	chr11	2992377	2992377	NAP1L4	True	False	0.19192591031576317
18875	29304	chr19	12945859	12945859	RAD23A	True	False	0.200152583247583
18890	29324	chr5	140547662	140547662	EIF4EBP3	True	False	0.19774327251053503
18894	29330	chr5	140647771	140647771	NDUFA2	True	False	0.14163814519458748
18895	29331	chrX	103585533	103585533	TCEAL4	True	False	0.13659670116795244
18898	29334	chr19	12957223	12957223	GADD45GIP1	True	False	0.31451734285573946
18911	29361	chr9	125189939	125189939	PPP6C	True	False	0.11664951083089233
18915	29371	chr1	88891567	88891567	GTF2B	True	False	0.17824950001043682
18932	29400	chr8	42391880	42391880	VDAC3	True	False	0.21636793038772553
18983	29485	chrX	153794512	153794512	IDH3G	True	False	0.16472738060970318
18986	29488	chr8	124474880	124474880	RNF139	True	False	0.06731787221709708
18990	29495	chr19	55386350	55386350	RPL28	True	False	0.13332902692453355
19005	29521	chr4	189940872	189940872	FRG1	True	False	0.08203168347005296
19027	29555	chr1	160098689	160098689	IGSF8	True	False	0.17072069626351502
19044	29580	chr5	140700447	140700447	ZMAT2	True	False	0.1365588199708728
19046	29583	chr19	55455585	55455585	ISOC2	True	False	0.3604156083855531
19053	29596	chr1	167937072	167937072	MPC2	True	False	0.1251541330333329
19056	29599	chr9	32573159	32573159	NDUFB6	True	False	0.14985511573422583
19079	29638	chr16	31033095	31033095	STX4	True	False	0.05705760998438816
19165	29742	chr11	45847406	45847406	CRY2	True	False	0.0962458454431345
19174	29751	chr19	55601970	55601970	FIZ1	True	False	0.14589688426366912
19193	29774	chr14	65102488	65102488	MAX	True	False	0.13959646163331046
19261	29857	chr8	124539162	124539162	NDUFB9	True	False	0.07316014507213114
19345	29961	chr2	73233239	73233239	PRADC1	True	False	0.11413379447299916
19373	30010	chr19	55675226	55675226	EPN1	True	False	0.23290874176139717
19391	30037	chr16	31094940	31094940	VKORC1	True	False	0.29877637932213114
19399	30055	chr6	41335655	41335655	NCR2	False	True	0.23731494233910394
19405	30069	chr16	31108449	31108449	BCKDK	True	False	0.19794826185087117
19409	30074	chr1	165648792	165648792	MGST3	True	False	0.48037579514546297
19410	30075	chr11	45917877	45917877	PEX16	True	False	0.048597366096632164
19419	30088	chr7	140479336	140479336	MKRN1	True	False	0.04537078108828151
19450	30128	chr1	153671028	153671028	ILF2	True	False	0.2243284406415222
19452	30130	chr14	68791243	68791243	ZFP36L1	True	False	0.10299393833949476
19503	30203	chr16	31125584	31125584	KAT8	True	False	0.18839330331372633
19542	30261	chr12	93848660	93848660	CRADD	True	False	0.21957387188755412
19571	30312	chr7	130070534	130070534	KLHDC10	True	False	0.12853301842480352
19625	30403	chr17	76353916	76353916	PRPSAP1	True	False	0.29519920944474504
19629	30410	chr8	30812818	30812818	PPP2CB	True	False	0.21987658606853652
19651	30454	chr4	70688532	70688532	UTP3	True	False	0.1528277001856461
19652	30455	chr15	42208304	42208304	VPS39	True	False	0.24975308088342454
19657	30462	chr1	179025894	179025894	FAM20B	True	False	0.17768009747115604
19675	30487	chr1	180154869	180154869	QSOX1	True	False	0.27064382613970067
19685	30504	chr10	73782047	73782047	CHCHD1	True	False	0.11459238536492271
19690	30515	chr5	140303101	140303101	PFDN1	True	False	0.07163222313021621
19701	30532	chr20	32428764	32428764	ASXL1	True	False	0.2958295058111943
19711	30544	chr17	76453152	76453152	UBE2O	True	False	0.3747650797493102
19713	30551	chr5	112861295	112861295	SRP19	True	False	0.07724558880825806
19726	30567	chr11	65888513	65888513	FIBP	True	False	0.1506705396781631
19762	30622	chr5	112922227	112922227	REEP5	True	False	0.17820143322590337
19842	30750	chr11	65890673	65890673	CCDC85B	True	False	0.14701092448848246
19867	30782	chr11	65919062	65919062	C11orf68	True	False	0.10116062543332095
19875	30796	chr11	65920130	65920130	DRAP1	True	False	0.09427657645335046
19877	30798	chr17	76737333	76737333	SRSF2	True	False	0.12571319411419812
19879	30800	chr10	69124178	69124178	VPS26A	True	False	0.11603419945563148
19907	30833	chr11	65961734	65961734	SART1	True	False	0.12778119773677318
19914	30850	chr6	31660778	31660778	C6orf47	True	False	0.13041986201525904
19931	30872	chr20	44885714	44885714	YWHAB	True	False	0.23889731395195404
19997	30969	chr11	66002581	66002581	BANF1	True	False	0.06643364404766783
19999	30973	chr19	10119905	10119905	EIF3G	True	False	0.1712572728015411
20009	30991	chr7	135977359	135977359	MTPN	True	False	0.1357425977443326
20028	31026	chr14	104778571	104778571	AKT1	True	False	0.08401103849155998
20048	31064	chr11	66064641	66064641	SF3B2	True	False	0.08091151147191188
20055	31074	chr1	186375253	186375253	TPR	True	False	0.24035957313274
20058	31079	chr16	28553920	28553920	SGF29	True	False	0.08333730860956469
20096	31138	chr7	56106476	56106476	CHCHD2	True	False	0.16270620537945563
20129	31185	chr11	66268639	66268639	RAB1B	True	False	0.16102746100178902
20149	31215	chr14	105248533	105248533	BTBD6	True	False	0.3094892280571003
20150	31217	chr16	28931965	28931965	CD19	False	True	0.1540228888271919
20163	31235	chr12	100267177	100267177	SCYL2	True	False	0.13295384149475453
20172	31251	chr11	66289143	66289143	YIF1A	True	False	0.146713427568594
20190	31274	chr10	70170523	70170523	SAR1A	True	False	0.1272727204408467
20200	31289	chr9	35072623	35072623	VCP	True	False	0.13784751527409755
20208	31302	chr3	132417502	132417502	DNAJC13	True	False	0.11357192980364764
20220	31318	chr10	70210250	70210250	PPA1	True	False	0.573830371131966
20222	31320	chr11	66345089	66345089	BRMS1	True	False	0.1282114319832569
20236	31341	chr14	31026379	31026379	STRN3	True	False	0.12943795109186423
20240	31352	chr10	121975216	121975216	NSMCE4A	True	False	0.24226796946883467
20243	31355	chr11	66347629	66347629	B4GAT1	True	False	0.10487093142276592
20254	31368	chr7	157337023	157337023	DNAJB6	True	False	0.11784837014711635
20267	31394	chr10	102120368	102120368	LDB1	True	False	0.15649619431319076
20282	31414	chr15	44537147	44537147	EIF3J	True	False	0.14413043050732552
20317	31473	chr11	66070272	66070272	PACS1	True	False	0.07858913510644533
20329	31489	chrX	47193829	47193829	UBA1	True	False	0.1757367945664738
20331	31493	chr12	123458119	123458119	SNRNP35	True	False	0.13509162414598364
20336	31503	chr20	3471018	3471018	ATRN	True	False	0.2622180284870952
20349	31526	chr16	29973868	29973868	TAOK2	True	False	0.26674199496371626
20362	31544	chr4	173334432	173334432	HMGB2	True	False	0.20591004971633542
20433	31667	chr11	61792802	61792802	TMEM258	True	False	0.11594035970786609
20454	31694	chr4	17614641	17614641	MED28	True	False	0.16035123060104817
20480	31725	chrX	47144378	47144378	NDUFB11	True	False	0.19277018011379693
20519	31783	chr19	41310172	41310172	CCDC97	True	False	0.14629928347073037
20560	31859	chr8	86508686	86508686	RMDN1	True	False	0.11354899597367234
20599	31917	chr15	89893994	89893994	AP3S2	True	False	0.28467655701508915
20601	31919	chr9	128771927	128771927	ZER1	True	False	0.23608011968620718
20613	31940	chr12	101407772	101407772	ARL1	True	False	0.20232193347742045
20621	31954	chr7	141738358	141738358	SSBP1	True	False	0.18242823679935044
20623	31956	chr4	1856156	1856156	LETM1	True	False	0.24585857623593843
20639	31979	chr4	15778328	15778328	CD38	False	True	0.33519576361636677
20652	31996	chr9	128829794	128829794	SPOUT1	True	False	0.132495299145643
20664	32013	chr6	44127452	44127452	MRPL14	True	False	0.2439777804200807
20703	32077	chr14	96502382	96502382	PAPOLA	True	False	0.13234580072340402
20711	32089	chr2	241149658	241149658	PPP1R7	True	False	0.16152664490101432
20717	32101	chr17	7307540	7307540	EIF5A	True	False	0.17197817570922672
20726	32118	chr7	157138926	157138926	UBE3C	True	False	0.1280294904621643
20731	32124	chr16	30122968	30122968	MAPK3	True	False	0.2383865238629465
20746	32142	chr5	149551439	149551439	CSNK1A1	True	False	0.12196916260245191
20753	32151	chr20	64255748	64255748	PCMTD2	True	False	0.1804200433038801
20767	32179	chr20	23049672	23049672	THBD	False	True	0.22173360962103952
20793	32216	chr7	101252291	101252291	FIS1	True	False	0.09774909043866638
20817	32255	chr6	43516933	43516933	YIPF3	True	False	0.16040050385729282
20822	32266	chr19	18323076	18323076	LSM4	True	False	0.21837310887905206
20825	32269	chr12	118136124	118136124	PEBP1	True	False	0.18349100506934107
20839	32294	chr16	30355308	30355308	CD2BP2	True	False	0.12252084752069242
20842	32304	chr16	30368007	30368007	TBC1D10B	True	False	0.1755034924191405
20870	32347	chr14	23321457	23321457	PABPN1	True	False	0.09574112776975709
20875	32356	chr7	129952960	129952960	UBE2H	True	False	0.15849753896484392
20880	32362	chrX	48957607	48957607	OTUD5	True	False	0.11899913262460439
20928	32434	chr6	43629540	43629540	MAD2L1BP	True	False	0.11412687666944414
20963	32479	chr16	74607114	74607114	GLG1	True	False	0.1570679856053207
20965	32482	chr1	167721982	167721982	MPZL1	True	False	0.12522694054556063
20975	32494	chr4	16226471	16226471	TAPT1	True	False	0.06922560959600776
21003	32532	chr6	73521575	73521575	EEF1A1	True	False	0.06832825528217328
21147	32696	chr7	98306522	98306522	BRI3	True	False	0.2704458560818703
21173	32733	chr3	191329394	191329394	CCDC50	True	False	0.11646837822462035
21196	32768	chr1	173477335	173477335	PRDX6	True	False	0.0980400295280011
21208	32787	chr17	81637060	81637060	NPLOC4	True	False	0.2469225686158474
21241	32841	chr10	74150828	74150828	AP3M1	True	False	0.15837113414494675
21259	32870	chr17	81703367	81703367	MRPL12	True	False	0.11297521042921141
21275	32890	chr11	117144287	117144287	PAFAH1B2	True	False	0.10420144122004803
21279	32898	chrX	101622797	101622797	ARMCX3	True	False	0.11292962468517487
21282	32906	chr6	31806966	31806966	LSM2	True	False	0.23156132101658888
21290	32915	chr8	143541447	143541447	ZC3H3	True	False	0.10621868238479149
21293	32918	chr19	49818289	49818289	MED25	True	False	0.14255265164412642
21315	32948	chr5	150759017	150759017	DCTN4	True	False	0.09395030996553498
21324	32961	chr2	176269395	176269395	MTX2	True	False	0.38394620824667225
21330	32968	chr7	151519895	151519895	RHEB	True	False	0.11993038493564248
21334	32974	chrX	15790156	15790156	ZRSR2	True	False	0.1760848449964145
21342	32990	chr2	189441482	189441482	WDR75	True	False	0.15012109995452788
21354	33008	chr6	31666101	31666101	CSNK2B	True	False	0.16987643203945463
21360	33015	chr1	169711702	169711702	SELL	False	True	0.2128221324392123
21395	33061	chr1	179082070	179082070	TOR3A	True	False	0.12033393871995163
21440	33126	chr4	15655357	15655357	FBXL5	True	False	0.09325349853699089
21450	33141	chr3	196287713	196287713	PCYT1A	True	False	0.13214505086853714
21492	33198	chr16	15094272	15094272	RRN3	True	False	0.2606448185221637
21493	33200	chr11	57335851	57335851	SSRP1	True	False	0.15879276280304083
21497	33204	chr19	49767001	49767001	AP2A1	True	False	0.2517088533602613
21498	33207	chr15	65133808	65133808	PDCD7	True	False	0.16076749531715487
21504	33216	chr6	31862796	31862796	NEU1	True	False	0.11302858527410185
21505	33217	chr15	65185342	65185342	CLPX	True	False	0.17142980820327502
21526	33258	chr6	85642922	85642922	SYNCRIP	True	False	0.11949773418607382
21538	33272	chr7	134646831	134646831	BPGM	True	False	0.14084065070256863
21550	33288	chr19	9827926	9827926	UBL5	True	False	0.15198836343233066
21569	33315	chr15	69452819	69452819	RPLP1	True	False	0.07031124654040748
21582	33335	chr12	132761813	132761813	ANKLE2	True	False	0.10863893804739885
21621	33385	chr19	1438420	1438420	RPS15	True	False	0.22326052891092243
21659	33441	chr17	75852350	75852350	WBP2	True	False	0.14518341141378688
21668	33461	chr6	30489509	30489509	HLA-E	True	False	0.09918178086791696
21700	33504	chr4	77075989	77075989	CCNI	True	False	0.10306548862623735
21702	33506	chr6	30617243	30617243	PPP1R10	True	False	0.13979149880751612
21706	33512	chr3	185586295	185586295	SENP2	True	False	0.1573699971744523
21734	33549	chr8	144792390	144792390	RPL8	True	False	0.23465968949130475
21737	33553	chr17	75904884	75904884	MRPL38	True	False	0.1823786928572455
21753	33588	chr17	75979166	75979166	ACOX1	True	False	0.14881852780321478
21768	33608	chr10	68901315	68901315	DDX50	True	False	0.1446453672852289
21792	33655	chr15	52569030	52569030	ARPP19	True	False	0.09763353099096599
21808	33678	chr3	196503768	196503768	RNF168	True	False	0.21821335664421537
21825	33703	chr15	101277471	101277471	SELENOS	True	False	0.18401164987093796
21842	33732	chr19	8308300	8308300	CD320	True	False	0.2839202562665542
21850	33748	chr11	68903835	68903835	MRPL21	True	False	0.1628694949481877
21863	33769	chr3	185499057	185499057	TMEM41A	True	False	0.0788411870151888
21867	33779	chr19	8321158	8321158	RPS28	True	False	0.18872942007502033
21868	33781	chr15	101624977	101624977	TM2D3	True	False	0.7999999999999999
21895	33825	chr17	2672317	2672317	PAFAH1B1	True	False	0.6412404867790387
21907	33840	chr19	8390360	8390360	RAB11B	True	False	0.19803025870360833
21908	33842	chr4	39458923	39458923	RPL9	True	False	0.1328489560192034
21924	33873	chr19	8444767	8444767	HNRNPM	True	False	0.2436904782786234
21942	33905	chr1	175023425	175023425	MRPS14	True	False	0.1487092421138132
21945	33908	chrX	20141838	20141838	EIF1AX	True	False	0.13634273484168571
21976	33968	chr7	101218181	101218181	ZNHIT1	True	False	0.15672228034260566
22175	34215	chr12	1691070	1691070	ADIPOR2	True	False	0.2204420573748883
22213	34269	chr14	77028708	77028708	IRF2BPL	True	False	0.14107246924286979
22225	34286	chr19	48390855	48390855	KDELR1	True	False	0.2661880104761273
22290	34387	chr1	54053204	54053204	TMEM59	True	False	0.1681170192357822
22294	34392	chr3	57597366	57597366	ARF4	True	False	0.11846818061168715
22295	34393	chr10	95756163	95756163	ENTPD1	False	True	0.15586174831074062
22302	34404	chr19	48619175	48619175	RPL18	True	False	0.16150132540670428
22318	34426	chr9	120793416	120793416	FBXW2	True	False	0.25060630059883965
22326	34443	chr9	128504702	128504702	GLE1	True	False	0.1792636203483665
22333	34459	chr10	119872843	119872843	MCMBP	True	False	0.14251532775908837
22336	34462	chr15	55196902	55196902	RSL24D1	True	False	0.16391183278079652
22353	34483	chr17	57988254	57988254	VEZF1	True	False	0.2446593232818789
22359	34493	chr16	70363301	70363301	DDX19A	True	False	0.6567902307426512
22364	34500	chr5	138575421	138575421	HSPA9	True	False	0.11642535212996152
22369	34508	chr17	58007246	58007246	SRSF1	True	False	0.14692389935967398
22377	34518	chr17	58083419	58083419	DYNLL2	True	False	0.20160044605784133
22390	34541	chr17	51166564	51166564	NME2	True	False	0.10276250151764448
22396	34548	chr15	41231268	41231268	CHP1	True	False	0.21230470590143033
22404	34558	chr19	11346256	11346256	TMEM205	True	False	0.24600667547756522
22408	34562	chr10	95693952	95693952	TCTN3	True	False	0.20304036777639684
22419	34579	chrX	70289762	70289762	PDZD11	True	False	0.23639337774971225
22535	34710	chr6	41787662	41787662	TOMM6	True	False	0.1836642391004064
22645	34836	chr11	73761137	73761137	RAB6A	True	False	0.2014295873916946
22694	34893	chr12	8949645	8949645	M6PR	True	False	0.11114026504765236
22707	34918	chr1	229271111	229271111	RAB4A	True	False	0.40649982806845586
22739	34955	chr9	111661605	111661605	GNG10	True	False	0.18811801208247875
22804	35027	chr1	235128837	235128837	TOMM20	True	False	0.20621463766614093
22855	35089	chr17	48831035	48831035	CALCOCO2	True	False	0.11071395668330565
22888	35127	chr5	134739744	134739744	CAMLG	True	False	0.09659331964202145
23013	35280	chr1	52056295	52056295	BTF3L4	True	False	0.08433267101943584
23170	35464	chr10	100529862	100529862	NDUFB8	True	False	0.26877157448120825
23179	35473	chr1	224114111	224114111	FBXO28	True	False	0.20216582196651228
23183	35478	chr5	151752426	151752426	ATOX1	True	False	0.2498084328900772
23233	35547	chr16	75575608	75575608	GABARAPL2	True	False	0.17831671650765613
23237	35555	chr7	100088969	100088969	COPS6	True	False	0.11193243127526356
23238	35557	chr3	128650818	128650818	RPN1	True	False	0.0794022279270174
23247	35568	chr16	75647773	75647773	TERF2IP	True	False	0.08230353312868637
23249	35571	chrX	48897771	48897771	TIMM17B	True	False	0.21076411955955288
23299	35641	chr3	101685889	101685889	RPL24	True	False	0.1276723431340499
23318	35666	chr16	56425545	56425545	AMFR	True	False	0.18584048336180187
23327	35679	chr6	43687791	43687791	MRPS18A	True	False	0.27480476193822
23342	35696	chr17	17972400	17972400	TOM1L2	True	False	0.28559748983979716
23356	35711	chr19	49496370	49496370	RPS11	True	False	0.07323604906943963
23357	35713	chr3	10115675	10115675	BRK1	True	False	0.13172877657533535
23362	35721	chr5	171387828	171387828	NPM1	True	False	0.1071104707699506
23396	35769	chr15	43792354	43792354	SERF2	True	False	0.10260868298622285
23404	35786	chrX	48597492	48597492	WDR13	True	False	0.09485206330763413
23410	35794	chr12	57522824	57522824	MBD6	True	False	0.08760559961194596
23424	35814	chr19	49580535	49580535	NOSIP	True	False	0.2700092970305937
23425	35815	chrX	119236285	119236285	PGRMC1	True	False	0.1888164180563745
23432	35825	chr3	10313971	10313971	SEC13	True	False	0.13978753012173817
23439	35834	chrX	119468444	119468444	SLC25A5	True	False	0.12102002895421052
23442	35837	chrX	119580335	119580335	UBE2A	True	False	0.2336924751300613
23462	35862	chr1	231241216	231241216	GNPAT	True	False	0.19467202115829826
23488	35896	chr19	49642209	49642209	SCAF1	True	False	0.13265076204065226
23498	35910	chr1	186375838	186375838	ODR4	True	False	0.23775871448742533
23529	35954	chr9	111484745	111484745	ECPAS	True	False	0.20841898015812912
23536	35963	chrX	19343927	19343927	PDHA1	True	False	0.15999248227896146
23546	35975	chr6	13615335	13615335	NOL7	True	False	0.1321384324655641
23551	35981	chr6	13711835	13711835	RANBP9	True	False	0.10871590730769215
23565	36002	chr6	157907731	157907731	SNX9	True	False	0.6172942339513117
23569	36007	chr12	57752310	57752310	CDK4	True	False	0.1146175437060658
23590	36033	chr3	49022121	49022121	NDUFAF3	True	False	0.050297074037943486
23594	36038	chr5	60945223	60945223	NDUFAF2	True	False	0.11252041556032188
23609	36058	chr3	63863805	63863805	THOC7	True	False	0.2547593762872443
23714	36204	chr2	131093460	131093460	FAM168B	True	False	0.1836317683966791
23752	36269	chr5	151771930	151771930	G3BP1	True	False	0.12374460754232912
23753	36270	chr1	212285410	212285410	PPP2R5A	True	False	0.1139673512764499
23761	36278	chr2	37196496	37196496	CEBPZOS	True	False	0.2563746543932907
23768	36290	chr2	37231596	37231596	CEBPZ	True	False	0.10332264896298472
23781	36317	chrX	65667654	65667654	MSN	True	False	0.14200169856877642
23794	36335	chr16	68254781	68254781	PLA2G15	True	False	0.15340520954825648
23811	36355	chrX	154771216	154771216	DKC1	True	False	0.19062697606952766
23814	36361	chr10	101818444	101818444	OGA	True	False	0.10214782985522669
23863	36450	chr17	28645158	28645158	KIAA0100	True	False	0.115427401869171
23864	36451	chr6	37433221	37433221	CMTR1	True	False	0.15851884883227554
23869	36459	chr19	4400547	4400547	SH3GL1	True	False	0.1134704345331163
23878	36475	chr9	113275572	113275572	CDC26	True	False	0.09786189226558129
23897	36502	chrX	47233030	47233030	USP11	True	False	0.11563460011684121
23920	36533	chr19	4449604	4449604	UBXN6	True	False	0.3090728171945349
23938	36559	chr17	28662205	28662205	SUPT6H	True	False	0.14115534436238805
23953	36581	chr9	113410343	113410343	POLE3	True	False	0.06746804387060877
23974	36616	chr2	74455087	74455087	INO80B	True	False	0.11042595317064018
23977	36622	chr1	211830763	211830763	LPGAT1	True	False	0.38533862451855033
24002	36656	chrX	154438006	154438006	GDI1	True	False	0.15915602373806229
24025	36693	chr2	74472664	74472664	MRPL53	True	False	0.14016694217245562
24097	36780	chr1	212432920	212432920	NENF	True	False	0.26867570752436554
24147	36856	chr3	23917139	23917139	RPL15	True	False	0.1900845986631463
24173	36896	chr11	576470	576470	PHRF1	True	False	0.10872754777604701
24188	36913	chr7	112422887	112422887	IFRD1	True	False	0.37130603768697146
24191	36918	chr3	129183896	129183896	CNBP	True	False	0.17679827590850136
24193	36923	chr19	49102411	49102411	SNRNP70	True	False	0.36538138885987165
24198	36928	chr17	28719985	28719985	RPL23A	True	False	0.11005981583025473
24199	36929	chr3	14178601	14178601	XPC	True	False	0.07694192364499691
24311	37074	chr19	1848483	1848483	REXO1	True	False	0.1368004657502847
24312	37075	chr1	248838224	248838224	ZNF672	True	False	0.13799578739696475
24314	37077	chr15	90872878	90872878	FURIN	True	False	0.2294527808901969
24335	37110	chr19	1883602	1883602	ABHD17A	True	False	0.2882854280829503
24346	37125	chrX	12975110	12975110	TMSB4X	True	False	0.08880411833555434
24353	37134	chr16	29863205	29863205	CDIPT	True	False	0.2133468215783061
24375	37162	chr15	64163019	64163019	PPIB	True	False	0.13409777225262942
24390	37178	chr19	1941172	1941172	CSNK1G2	True	False	0.13566532427594175
24398	37187	chr10	112446941	112446941	ZDHHC6	True	False	0.170376527471617
24421	37215	chr16	30064434	30064434	ALDOA	True	False	0.14594720572178854
24424	37218	chr7	151139568	151139568	AGAP3	True	False	0.7379579397586182
24439	37240	chr10	70404145	70404145	EIF4EBP2	True	False	0.1785611190217927
24445	37249	chr19	2427586	2427586	TIMM13	True	False	0.1224582714282369
24452	37257	chr11	62805470	62805470	NXF1	True	False	0.2310658407763277
24460	37266	chr10	130136399	130136399	GLRX3	True	False	0.1962774994547654
24462	37270	chr1	231534120	231534120	TSNAX	True	False	0.08207952916167342
24478	37299	chr8	144517992	144517992	LRRC14	True	False	0.10337418978933118
24504	37336	chr8	144755531	144755531	ZNF251	True	False	0.16145406145439323
24512	37344	chr16	1773150	1773150	MRPS34	True	False	0.20839807859094894
24524	37358	chr7	151227205	151227205	ABCF2	True	False	0.15119335336736578
24539	37380	chr3	14125052	14125052	TMEM43	True	False	0.11480597299429705
24541	37382	chr19	14572066	14572066	NDUFB7	True	False	0.1070671627573444
24542	37383	chr7	35695135	35695135	HERPUD2	True	False	0.172630086527085
24565	37409	chr10	43138445	43138445	CSGALNACT2	True	False	0.18796498396758196
24567	37411	chr3	177197482	177197482	TBL1XR1	True	False	0.17245966029330442
24571	37415	chr11	73874475	73874475	COA4	True	False	0.19642483143541692
24572	37417	chr8	116755823	116755823	EIF3H	True	False	0.23405822023126066
24573	37418	chr7	77798434	77798434	TMEM60	True	False	0.1395719894964299
24600	37462	chr6	87702233	87702233	AKIRIN2	True	False	0.11803434032052648
24604	37467	chr16	1826825	1826825	HAGH	True	False	0.22556858126372226
24625	37505	chr17	2042022	2042022	OVCA2	True	False	0.12935277018918698
24679	37598	chr6	24719154	24719154	C6orf62	True	False	0.14380972890775626
24689	37608	chr16	10743842	10743842	NUBP1	True	False	0.24164848106122339
24694	37614	chr2	238187057	238187057	ILKAP	True	False	0.6346692409262672
24702	37623	chr17	2336457	2336457	TSR1	True	False	0.21066676537346873
24707	37632	chr15	82809628	82809628	WHAMM	True	False	0.09568903236761261
24725	37663	chr6	26538366	26538366	HMGN4	True	False	0.14826350452421444
24756	37712	chr16	10942460	10942460	DEXI	True	False	0.19642010588250827
24758	37716	chr16	23453189	23453189	COG7	True	False	0.3905465635558865
24760	37719	chr6	30068206	30068206	PPP1R11	True	False	0.12559006294829286
24774	37738	chr16	23510494	23510494	GGA2	True	False	0.06762484575282958
24778	37743	chr19	7700083	7700083	FCER2	False	True	0.12357710284125478
24788	37756	chr1	229508341	229508341	NUP133	True	False	0.1806729074563582
24812	37789	chr11	67401863	67401863	PPP1CA	True	False	0.08975904474218395
24830	37810	chr2	231781282	231781282	PDE6D	True	False	0.11507525544925577
24831	37814	chr7	39623572	39623572	RALA	True	False	0.17806628255520968
24853	37847	chr17	63622442	63622442	MAP3K3	True	False	0.06531283231958418
24854	37848	chr16	23557727	23557727	UBFD1	True	False	0.16467110667696935
24860	37858	chr6	32128246	32128246	ATF6B	True	False	0.09111141138111033
24861	37861	chr16	23596291	23596291	NDUFAB1	True	False	0.34520907814780943
24919	37947	chr17	47649495	47649495	KPNB1	True	False	0.22254554327938533
24934	37968	chr3	128726136	128726136	RAB7A	True	False	0.1651402599976631
24952	37997	chr11	62832051	62832051	STX5	True	False	0.0938636602189223
24962	38011	chr4	68350090	68350090	YTHDC1	True	False	0.14607843047390007
24963	38012	chr6	32177080	32177080	AGPAT1	True	False	0.0903960473967465
24971	38024	chr2	64019428	64019428	VPS54	True	False	0.10090266017595506
25026	38113	chrX	49043357	49043357	TFE3	True	False	0.18256505092608416
25047	38147	chr11	126268895	126268895	SRPRA	True	False	0.1060714097163131
25078	38185	chr7	140696671	140696671	NDUFB2	True	False	0.16885822421006852
25085	38195	chr16	2513952	2513952	ATP6V0C	True	False	0.14339466550980692
25086	38196	chr6	32190202	32190202	PBX2	True	False	0.12067989589513048
