	Unnamed: 0	chrom	start	end	name	housekeeping	marker Umbilical cord blood	ragi
24198	36928	chr17	28719985	28719985	RPL23A	True	False	0.12611889496688353
24199	36929	chr3	14178601	14178601	XPC	True	False	0.36049397776075764
24305	37067	chrX	125204312	125204312	TENM1	False	True	0.5550335214563371
24311	37074	chr19	1848483	1848483	REXO1	True	False	0.08381333502243193
24312	37075	chr1	248838224	248838224	ZNF672	True	False	0.20617994287335956
24315	37078	chr8	132111157	132111157	HHLA1	False	True	0.6874106663755842
24335	37110	chr19	1883602	1883602	ABHD17A	True	False	0.2438609949308649
24346	37125	chrX	12975110	12975110	TMSB4X	True	False	0.1556203789910521
24353	37134	chr16	29863205	29863205	CDIPT	True	False	0.44194598987325345
24375	37162	chr15	64163019	64163019	PPIB	True	False	0.14688790582013972
24398	37187	chr10	112446941	112446941	ZDHHC6	True	False	0.37154247324708556
24421	37215	chr16	30064434	30064434	ALDOA	True	False	0.29129560765159174
24424	37218	chr7	151139568	151139568	AGAP3	True	False	0.7294807735375441
24436	37237	chr19	2324532	2324532	LSM7	False	True	0.3901716843770463
24439	37240	chr10	70404145	70404145	EIF4EBP2	True	False	0.19079853317856393
24445	37249	chr19	2427586	2427586	TIMM13	True	False	0.18257198726759294
24452	37257	chr11	62805470	62805470	NXF1	True	False	0.3993086916557634
24460	37266	chr10	130136399	130136399	GLRX3	True	False	0.4824871030437146
24462	37270	chr1	231534120	231534120	TSNAX	True	False	0.35672223835046596
24467	37276	chr19	56154301	56154301	ZNF444	False	True	0.5588830956544455
24478	37299	chr8	144517992	144517992	LRRC14	True	False	0.3290621052473369
24504	37336	chr8	144755531	144755531	ZNF251	True	False	0.31352468902306985
24512	37344	chr16	1773150	1773150	MRPS34	True	False	0.2476670042521648
24524	37358	chr7	151227205	151227205	ABCF2	True	False	0.2524082356633028
24539	37380	chr3	14125052	14125052	TMEM43	True	False	0.2368896321932875
24541	37382	chr19	14572066	14572066	NDUFB7	True	False	0.23376768121052569
24542	37383	chr7	35695135	35695135	HERPUD2	True	False	0.20706786801222474
24565	37409	chr10	43138445	43138445	CSGALNACT2	True	False	0.41546381404313865
24567	37411	chr3	177197482	177197482	TBL1XR1	True	False	0.24423567124167478
24571	37415	chr11	73874475	73874475	COA4	True	False	0.48106946566400477
24572	37417	chr8	116755823	116755823	EIF3H	True	False	0.37476030110524233
24573	37418	chr7	77798434	77798434	TMEM60	True	False	0.2924773663784499
24600	37462	chr6	87702233	87702233	AKIRIN2	True	False	0.17277528874386466
24604	37467	chr16	1826825	1826825	HAGH	True	False	0.31301631843505756
24625	37505	chr17	2042022	2042022	OVCA2	True	False	0.3114339776870455
24635	37519	chr17	2055103	2055103	HIC1	False	True	0.18668893323829341
24679	37598	chr6	24719154	24719154	C6orf62	True	False	0.07953412339450447
24689	37608	chr16	10743842	10743842	NUBP1	True	False	0.25381366140865735
24694	37614	chr2	238187057	238187057	ILKAP	True	False	0.5600864340034108
24702	37623	chr17	2336457	2336457	TSR1	True	False	0.3157368828614593
24707	37632	chr15	82809628	82809628	WHAMM	True	False	0.24237327276320625
24725	37663	chr6	26538366	26538366	HMGN4	True	False	0.39070105431008284
24756	37712	chr16	10942460	10942460	DEXI	True	False	0.2488312408580978
24758	37716	chr16	23453189	23453189	COG7	True	False	0.32556433292599735
24760	37719	chr6	30068206	30068206	PPP1R11	True	False	0.18771311481692612
24768	37728	chr9	34458570	34458570	FAM219A	False	True	0.43251531647400393
24774	37738	chr16	23510494	23510494	GGA2	True	False	0.27706162317865685
24788	37756	chr1	229508341	229508341	NUP133	True	False	0.1794728251717985
24812	37789	chr11	67401863	67401863	PPP1CA	True	False	0.1795310850649582
24820	37799	chr1	192575775	192575775	RGS1	False	True	0.24710146660932014
24830	37810	chr2	231781282	231781282	PDE6D	True	False	0.33394067398283
24831	37814	chr7	39623572	39623572	RALA	True	False	0.2663385398476234
24853	37847	chr17	63622442	63622442	MAP3K3	True	False	0.36869923948889316
24854	37848	chr16	23557727	23557727	UBFD1	True	False	0.1160284065565712
24860	37858	chr6	32128246	32128246	ATF6B	True	False	0.2665462489342736
24861	37861	chr16	23596291	23596291	NDUFAB1	True	False	0.2931321550049422
24879	37885	chr7	141995879	141995879	MGAM	False	True	0.7999999999999999
24884	37893	chr8	4994914	4994914	CSMD1	False	True	0.46418078230839716
24919	37947	chr17	47649495	47649495	KPNB1	True	False	0.2164282640650707
24934	37968	chr3	128726136	128726136	RAB7A	True	False	0.43604145558069624
24952	37997	chr11	62832051	62832051	STX5	True	False	0.26652359070857357
24962	38011	chr4	68350090	68350090	YTHDC1	True	False	0.15651104650212372
24963	38012	chr6	32177080	32177080	AGPAT1	True	False	0.05322650628274926
25047	38147	chr11	126268895	126268895	SRPRA	True	False	0.15057765883180127
25078	38185	chr7	140696671	140696671	NDUFB2	True	False	0.24489620909336396
25085	38195	chr16	2513952	2513952	ATP6V0C	True	False	0.2243173837562417
25086	38196	chr6	32190202	32190202	PBX2	True	False	0.19017797886698595
25107	38227	chr16	2538021	2538021	PDPK1	True	False	0.09954080941240151
25114	38235	chr1	180502954	180502954	ACBD6	True	False	0.1382690834080472
25127	38253	chr5	150449727	150449727	RPS14	True	False	0.1925596631675538
25135	38262	chr17	64390860	64390860	PECAM1	False	True	0.2409744727070969
25139	38266	chr3	184299241	184299241	PSMD2	True	False	0.3376058115093657
25146	38274	chr6	30721686	30721686	TUBB	True	False	0.2722190519010454
25173	38317	chr16	15643154	15643154	MARF1	False	True	0.12586497172800448
25177	38322	chr4	55395957	55395957	TMEM165	True	False	0.2120310536720257
25180	38326	chr5	138213323	138213323	CDC23	True	False	0.5661544882341429
25211	38370	chr8	116865218	116865218	RAD21	True	False	0.22887181559605918
25221	38391	chr5	138338266	138338266	FAM53C	True	False	0.08207827051943235
25228	38399	chr17	81685733	81685733	HGS	True	False	0.4104163163359008
25246	38425	chr7	152107250	152107250	GALNT11	True	False	0.4172701467394491
25253	38434	chr11	10808028	10808028	EIF4G2	True	False	0.25480438537733635
25295	38494	chr17	45148475	45148475	HEXIM1	True	False	0.29160508261428114
25296	38495	chr17	45061304	45061304	NMT1	True	False	0.22855020061420267
25300	38502	chr7	99466165	99466165	ATP5MF	True	False	0.508843995507514
25308	38515	chr12	120439971	120439971	COX6A1	True	False	0.1902623941530346
25319	38529	chr16	89522199	89522199	SPG7	True	False	0.5043600538422266
25325	38535	chr12	120463396	120463396	SRSF9	True	False	0.1659133801686987
25327	38537	chr11	10856218	10856218	ZBED5	True	False	0.1312625598722772
25334	38544	chr12	120496113	120496113	DYNLL1	True	False	0.35055490881556395
25349	38571	chrX	71533087	71533087	OGT	True	False	0.1491010019281197
25350	38572	chr14	105221820	105221820	BRF1	False	True	0.7999999999999999
25354	38579	chr12	120529158	120529158	COQ5	True	False	0.3240306913061931
25360	38587	chr6	75284775	75284775	TMEM30A	True	False	0.3350091260415564
25376	38607	chr19	49489784	49489784	RPL13A	True	False	0.1831788178727146
25414	38660	chr11	64284639	64284639	BAD	True	False	0.3673689317442272
25450	38711	chr12	48957487	48957487	ARF3	True	False	0.3957305002569155
25457	38721	chr6	35468408	35468408	RPL10A	True	False	0.33259274565441976
25459	38724	chr5	140564891	140564891	SLC35A4	True	False	0.33327696975653887
25485	38758	chr5	62403929	62403929	DIMT1	True	False	0.320808706601058
25513	38807	chr19	12669401	12669401	WDR83OS	True	False	0.2652284894710192
25520	38820	chr7	76358991	76358991	YWHAG	True	False	0.22653763980491332
25522	38822	chr7	76409697	76409697	SSC4D	False	True	0.603460882856113
25539	38852	chr17	75182959	75182959	SUMO2	True	False	0.22079316035504853
25544	38861	chr1	205750182	205750182	NUCKS1	True	False	0.22199256858870872
25558	38877	chr19	12791486	12791486	JUNB	False	True	0.23454568660442945
25559	38878	chr19	12801789	12801789	PRDX2	True	False	0.29560089799861555
25561	38881	chr6	99425329	99425329	PNISR	True	False	0.16068079152230827
25565	38887	chr9	94374569	94374569	MFSD14B	True	False	0.25201150731663574
25567	38890	chr15	41774484	41774484	MAPKBP1	False	True	0.28489571583300677
25574	38900	chr1	201962216	201962216	TIMM17A	True	False	0.1871535158276524
25597	38932	chr2	96265997	96265997	TMEM127	True	False	0.06499774366868347
25651	39012	chr15	44663678	44663678	SPG11	True	False	0.11802647487683332
25687	39058	chr17	75261674	75261674	MRPS7	True	False	0.3226915242713956
25690	39063	chr2	240568484	240568484	RNPEPL1	False	True	0.22828483060118043
25692	39065	chr9	128690354	128690354	SET	True	False	0.23720092330938514
25726	39111	chr11	47410085	47410085	SLC39A13	True	False	0.2171645597366979
25767	39180	chr11	47579123	47579123	NDUFS3	True	False	0.20981426035702608
25774	39194	chr17	39200434	39200434	RPL19	True	False	0.23188113102328756
25775	39195	chr4	1329344	1329344	MAEA	True	False	0.6348866597615634
25833	39262	chr12	6943817	6943817	C12orf57	True	False	0.242576766620628
25835	39264	chr11	47642559	47642559	MTCH2	True	False	0.24523691074565657
25872	39307	chr19	17511644	17511644	PGLS	True	False	0.3220631854631179
25923	39366	chr11	47767341	47767341	FNBP4	True	False	0.20455742451030942
25943	39388	chr19	3056768	3056768	TLE5	False	True	0.1969212248364931
26101	39569	chr11	74467549	74467549	KCNE3	False	True	0.3880755809154427
26114	39589	chr3	100709440	100709440	TFG	True	False	0.2303152183048801
26119	39600	chr1	20508151	20508151	MUL1	True	False	0.42631216838430414
26127	39610	chr2	219178106	219178106	CNPPD1	True	False	0.18182234506390474
26137	39620	chr17	4704137	4704137	PELP1	True	False	0.21542866918233286
26144	39628	chr12	6867119	6867119	TPI1	True	False	0.26518289854268096
26167	39656	chr17	4710693	4710693	ARRB2	False	True	0.3265803954734035
26187	39683	chr5	16465800	16465800	ZNF622	True	False	0.2331289845437352
26206	39708	chr5	150778805	150778805	SMIM3	False	True	0.2824022548109141
26213	39717	chr4	88523776	88523776	PYURF	True	False	0.2848371752282785
26216	39722	chr1	23691806	23691806	RPL11	True	False	0.34222646809673574
26248	39762	chrX	153926260	153926260	ARHGAP4	False	True	0.17117123073084128
26252	39767	chr17	4731428	4731428	MED11	True	False	0.24866670044536626
26255	39771	chr17	4739928	4739928	CXCL16	False	True	0.2769948794846163
26260	39777	chr16	2911931	2911931	FLYWCH1	False	True	0.2495183290180948
26264	39782	chr11	57530754	57530754	TIMM10	True	False	0.2460105546453138
26285	39813	chr17	4796144	4796144	PSMB6	True	False	0.5800519324087511
26287	39816	chr11	57712614	57712614	TMX2	True	False	0.15044705470384392
26309	39854	chr8	21913690	21913690	DOK2	False	True	0.17201770039349132
26327	39879	chr15	90265659	90265659	NGRN	True	False	0.27654402680526835
26369	39934	chr19	14090751	14090751	SAMD1	True	False	0.1647191286465903
26380	39952	chr9	19380236	19380236	RPS6	True	False	0.23945077934723952
26384	39959	chr7	5781663	5781663	RNF216	True	False	0.3448237019469546
26409	39997	chr16	89560711	89560711	RPL13	True	False	0.38337506873818095
26413	40004	chr5	82278354	82278354	RPS23	True	False	0.13137691341839777
26442	40045	chr15	48331429	48331429	DUT	True	False	0.258599083154524
26446	40053	chr19	18913046	18913046	COPE	True	False	0.15983528225933094
26451	40058	chr5	124746639	124746639	ZNF608	False	True	0.284380675934162
26452	40059	chr12	76084685	76084685	NAP1L1	True	False	0.2586038565315783
26467	40085	chr8	17800917	17800917	MTUS1	False	True	0.6268377657451012
26475	40097	chr5	160041343	160041343	TTC1	True	False	
26498	40123	chr6	26402308	26402308	BTN3A1	False	True	0.33979344523756194
26500	40127	chr19	18919705	18919705	DDX49	True	False	0.18143475189979086
26505	40132	chrX	154097717	154097717	MECP2	True	False	0.15728214866778714
26509	40138	chr17	42562148	42562148	COASY	True	False	0.1700290016394342
26511	40140	chr1	155173304	155173304	KRTCAP2	True	False	0.3376865932703291
26516	40146	chr8	143584251	143584251	EEF1D	True	False	0.4436710616259195
26517	40147	chr1	155207981	155207981	THBS3	False	True	0.2723126351562563
26550	40194	chr17	42609377	42609377	RETREG3	True	False	0.23043796206358158
26554	40199	chr19	11435745	11435745	PRKCSH	True	False	0.39116973843540215
26585	40237	chr1	155262360	155262360	SCAMP3	True	False	0.4149248595375194
26589	40241	chr19	531760	531760	CDC34	True	False	0.512019330906051
26606	40268	chr19	2760461	2760461	SGTA	True	False	0.6008571567458567
26607	40269	chrX	119469095	119469095	SLC25A5-AS1	False	True	0.32625495927897047
26624	40304	chr17	42388454	42388454	STAT3	True	False	0.09826432968970708
26642	40325	chr1	207911125	207911125	CD34	False	True	0.376386214327127
26645	40328	chr12	55817720	55817720	SARNP	True	False	0.08349294136220617
26656	40346	chr2	130182257	130182257	MZT2B	True	False	0.24006730657326616
26677	40375	chr2	32023757	32023757	DPY30	True	False	0.7999999999999999
26693	40394	chr12	55936147	55936147	DGKA	False	True	0.24012626038824084
26697	40402	chr1	203861599	203861599	SNRPE	True	False	0.5143663977269949
26699	40405	chr19	10502896	10502896	KEAP1	True	False	0.39683243127822554
26705	40414	chr3	179604638	179604638	MRPL47	True	False	0.1371429682530869
26730	40453	chr8	22605038	22605038	CCAR2	True	False	0.1351401701450909
26732	40455	chr3	194672191	194672191	LSG1	True	False	0.43459199966848444
26733	40458	chr4	75673548	75673548	G3BP2	True	False	0.22062792833453973
26757	40500	chr3	5122292	5122292	ARL8B	True	False	0.0772471395609597
26790	40556	chr19	10568979	10568979	CDKN2D	False	True	0.1880494648252008
26794	40560	chr8	17922988	17922988	PCM1	True	False	0.2452553063349459
26805	40574	chr4	108168932	108168932	LEF1	False	True	0.21315831444785338
26825	40602	chr7	73694114	73694114	BUD23	True	False	0.6153292278197557
26829	40607	chr3	39051941	39051941	SCN11A	False	True	0.062018925197001834
26842	40628	chr1	239386568	239386568	CHRM3	False	True	0.2459380663889908
26876	40676	chr19	10836212	10836212	TMED1	True	False	0.3214380850666381
26885	40692	chr3	184712064	184712064	MAGEF1	True	False	0.3282497679123206
26901	40712	chr1	108692310	108692310	PRPF38B	True	False	0.13839807721943168
26909	40726	chr1	108760053	108760053	STXBP3	True	False	0.6017145213244044
26912	40730	chr11	130916479	130916479	SNX19	True	False	0.34091688848535234
26916	40740	chr16	89873570	89873570	TCF25	True	False	0.38692852161645386
26929	40758	chr1	109090773	109090773	TMEM167B	True	False	0.24438984198630911
26940	40773	chr1	155689091	155689091	DAP3	True	False	0.24465726134834795
26955	40790	chr11	73598189	73598189	FAM168A	True	False	0.38384849436210533
26992	40853	chr11	67455354	67455354	CABP4	False	True	0.46023687131475494
27040	40931	chr10	43648704	43648704	ZNF32	True	False	0.30839478879588844
27045	40937	chr1	155934399	155934399	KHDC4	True	False	0.33213881834951
27046	40938	chr19	42241893	42241893	GSK3A	True	False	0.21529703536917127
27057	40956	chr4	2963406	2963406	NOP14	True	False	0.1984562654283517
27070	40978	chr1	156020950	156020950	SSR2	True	False	0.43786356288688555
27074	40984	chr10	70888565	70888565	PCBD1	True	False	0.5615652039992455
27075	40985	chr12	57111433	57111433	STAT6	False	True	0.14940604411319244
27107	41035	chr6	166956550	166956550	RNASET2	False	True	0.23268837563458333
27112	41041	chr11	64234584	64234584	VEGFB	True	False	0.21638095425269954
27114	41046	chr1	156053798	156053798	UBQLN4	True	False	0.17066064644405401
27115	41047	chr5	16616997	16616997	RETREG1	False	True	0.36804147396793707
27141	41081	chr7	102465023	102465023	LRWD1	False	True	0.5298878799317912
27181	41135	chr8	41578200	41578200	GPAT4	True	False	0.22665804135929002
27187	41142	chr6	26103933	26103933	H4C3	False	True	0.34675335522666756
27193	41150	chr7	102572567	102572567	POLR2J3	False	True	0.352490438175915
27202	41162	chr2	229922009	229922009	TRIP12	True	False	0.1495985909684364
27218	41188	chr19	55605647	55605647	ZNF865	True	False	0.1279560347598053
27223	41196	chr19	51693344	51693344	SPACA6	False	True	0.29510692506410446
27224	41199	chr6	131135467	131135467	AKAP7	False	True	0.3878227369538733
27232	41211	chr19	17527288	17527288	NIBAN3	False	True	0.5298458788747133
27272	41266	chr14	90397029	90397029	CALM1	True	False	0.3407430092112262
27291	41294	chr6	28141883	28141883	ZKSCAN8	False	True	0.0795212321399448
27293	41297	chr5	140664904	140664904	WDR55	True	False	0.3192249570378829
27294	41299	chr11	65859415	65859415	CFL1	True	False	0.18564452674506124
27303	41310	chr14	34539701	34539701	EAPP	True	False	0.26517674835835
27317	41326	chr14	21265516	21265516	HNRNPC	True	False	0.3658035089143523
27327	41338	chr4	83455932	83455932	MRPS18C	True	False	0.2739406345622434
27331	41343	chr19	35448257	35448257	FFAR2	False	True	0.7079844465275158
27347	41367	chr16	57245259	57245259	ARL2BP	True	False	0.25692770415597554
27356	41377	chr11	65861358	65861358	MUS81	True	False	0.20145687672345586
27357	41380	chr16	57284661	57284661	PLLP	False	True	0.6557115219033722
27363	41387	chr19	49675897	49675897	PRMT1	True	False	0.14053040707725034
27379	41409	chr17	29390363	29390363	TAOK1	True	False	0.3794200485190138
27380	41410	chr6	33200665	33200665	RXRB	True	False	0.25401222543838564
27395	41426	chr10	68331174	68331174	HNRNPH3	True	False	0.14929771817589968
27417	41454	chr6	33208500	33208500	RING1	True	False	0.19000358524117628
27436	41480	chr6	33271876	33271876	VPS52	True	False	0.1613651682737861
27446	41498	chr7	116525531	116525531	CAV1	False	True	0.6310955684205485
27461	41517	chr10	79068966	79068966	ZMIZ1	True	False	0.3393992675741807
27483	41540	chr17	10198606	10198606	GAS7	False	True	0.4752038717168002
27494	41554	chr10	71851251	71851251	PSAP	True	False	0.07171815663340442
27501	41566	chr1	234373456	234373456	COA6	True	False	0.18502729189082626
27503	41568	chr16	67192185	67192185	E2F4	True	False	0.34517196065689915
27517	41591	chr19	36214602	36214602	ZNF146	True	False	0.23379519153997164
27532	41622	chr6	33275321	33275321	RPS18	True	False	0.16329429987361288
27534	41625	chr19	46717114	46717114	PRKD2	False	True	0.1579822855361605
27541	41635	chr9	100098991	100098991	ERP44	True	False	0.31849926257337347
27544	41640	chr16	67227113	67227113	TMEM208	True	False	0.4077207804232091
27548	41644	chr7	26201162	26201162	CBX3	True	False	0.1562379734033335
27551	41647	chr6	33289239	33289239	WDR46	True	False	0.23523067788800267
27594	41707	chr7	42932182	42932182	PSMA2	True	False	0.2949700470369312
27602	41717	chr15	75648706	75648706	IMP3	True	False	0.2549626925867624
27607	41724	chr7	42932376	42932376	MRPL32	True	False	0.29804502286810064
27613	41735	chr19	17292609	17292609	MRPL34	True	False	0.5851017330854844
27662	41807	chr2	27370496	27370496	SNX17	True	False	0.21275977634010904
27673	41819	chr16	67391953	67391953	TPPP3	False	True	0.4812448796323981
27676	41823	chr11	60971680	60971680	CD6	False	True	0.4155558073883596
27677	41824	chr1	151254709	151254709	PSMD4	True	False	0.4195597399386598
27685	41834	chr12	123584552	123584552	TMED2	True	False	0.565347857809371
27708	41864	chr19	38619193	38619193	EIF3K	True	False	0.23983527512157762
27714	41870	chr2	27427790	27427790	NRBP1	True	False	0.18980327871795738
27715	41872	chr1	160205421	160205421	PEA15	True	False	0.3389248911804034
27719	41876	chr3	156555117	156555117	SSR3	True	False	0.22655361887541106
27724	41882	chr14	22598300	22598300	ABHD4	True	False	0.17496822182677224
27729	41889	chr12	123633686	123633686	EIF2B1	True	False	0.4706608353331473
27751	41920	chr3	64017732	64017732	PSMD6	True	False	0.4048410583320912
27797	41973	chr6	33411014	33411014	PHF1	True	False	0.15697443789186502
27804	41984	chr4	39032409	39032409	TMEM156	False	True	0.1307490287098778
27822	42014	chr15	66386912	66386912	MAP2K1	True	False	0.1959270904079156
27836	42032	chr16	89159220	89159220	LINC00304	False	True	0.45573074079457926
27850	42055	chr17	44023151	44023151	TMEM101	True	False	0.8
27865	42074	chr15	66504855	66504855	RPL4	True	False	0.2466077962261401
27870	42080	chr17	44067619	44067619	LSM12	True	False	0.31162449551545757
27880	42093	chr5	71643063	71643063	MCCC2	True	False	0.7019837415745687
27898	42119	chr7	103297435	103297435	PMPCB	True	False	0.22511063677475524
27913	42137	chr4	182917379	182917379	DCTD	True	False	0.07681678413261614
27917	42142	chr3	161221559	161221559	NMD3	True	False	0.35613175597220326
27942	42176	chr2	121736875	121736875	NIFK	True	False	0.31245986578625623
27948	42186	chr5	181243947	181243947	RACK1	True	False	0.21164431530502756
27950	42188	chr2	121755545	121755545	TSN	True	False	0.17053504950749984
27951	42193	chr19	15332539	15332539	BRD4	True	False	0.5817452505143674
27957	42204	chr4	108620626	108620626	RPL34	True	False	0.3818749781144568
28006	42278	chr11	82831438	82831438	PRCP	True	False	0.46737032282251384
28024	42315	chr19	13151975	13151975	IER2	False	True	0.1702912588502031
28029	42322	chr4	82430462	82430462	HNRNPDL	True	False	0.22730563103029627
28053	42358	chr17	81826662	81826662	MCRIP1	True	False	0.4195597526850734
28055	42360	chr3	149812770	149812770	RNF13	True	False	0.38783186044147255
28079	42395	chr17	81871337	81871337	ARHGDIA	True	False	0.3538062221114799
28084	42402	chr7	44796891	44796891	PPIA	True	False	0.2949232693297532
28087	42409	chr3	23916990	23916990	NKIRAS1	False	True	0.19578487445436116
28095	42424	chr3	120908072	120908072	STXBP5L	False	True	0.36211200766150947
28113	42451	chr5	308197	308197	PDCD6	True	False	0.43242039646335967
28119	42458	chr7	44885530	44885530	PURB	True	False	0.1613737021309379
28133	42483	chr17	81898120	81898120	ANAPC11	True	False	0.30947922209678574
28135	42485	chr10	27154384	27154384	YME1L1	True	False	0.18238046158580987
28165	42529	chr12	108561173	108561173	SART3	True	False	0.2506943892200214
28175	42546	chr11	289135	289135	PGGHG	False	True	0.307705785599122
28184	42568	chr16	1230162	1230162	TPSB2	False	True	0.6293673912914031
28195	42583	chr14	35312743	35312743	PSMA6	True	False	0.4697638242777155
28200	42589	chr10	110567684	110567684	SMC3	True	False	0.12778226726955824
28204	42593	chr16	1240724	1240724	TPSAB1	False	True	0.6204690480030288
28205	42595	chr12	108562582	108562582	ISCU	True	False	0.26803039479194185
28218	42618	chr16	1256069	1256069	TPSD1	False	True	0.48745486830094115
28230	42636	chr16	1317167	1317167	UBE2I	True	False	0.25253433396366604
28232	42638	chr4	158723396	158723396	PPID	True	False	0.1687023761828247
28265	42686	chr7	44200978	44200978	YKT6	True	False	0.487281325413206
28266	42689	chr12	53006456	53006456	EIF4B	True	False	0.2512523498075101
28267	42690	chr9	124415442	124415442	PSMB7	True	False	0.3840176998893752
28271	42696	chr4	88231628	88231628	ABCG2	False	True	0.673357712919681
28298	42735	chr7	2844308	2844308	GNA12	False	True	0.2252120416365388
28300	42739	chr3	9890610	9890610	JAGN1	True	False	0.5017989894465164
28307	42747	chr7	74209981	74209981	LAT2	False	True	0.2819645881667724
28318	42762	chr14	77458093	77458093	AHSA1	True	False	0.4294464140880094
28335	42791	chr10	50006989	50006989	AGAP6	False	True	0.5858271951304538
28353	42819	chr10	102245521	102245521	GBF1	True	False	0.20234645889560426
28360	42827	chr5	132866642	132866642	UQCRQ	True	False	0.2560040754999888
28373	42844	chr14	69398299	69398299	ERH	True	False	0.37841163637416564
28397	42873	chr8	91102619	91102619	LRRC69	False	True	
28442	42926	chr7	142801041	142801041	TRBC2	False	True	0.17505895541269834
28444	42928	chr15	42920778	42920778	TTBK2	False	True	0.24804753022467937
28448	42932	chr6	95577450	95577450	MANEA-DT	False	True	0.25330336881152915
28451	42939	chr14	81533853	81533853	SEL1L	True	False	0.2615482497420676
28468	42960	chr4	102812973	102812973	UBE2D3	True	False	0.3557951584173393
28471	42964	chr17	81514629	81514629	ACTG1	True	False	0.3317837729007691
28476	42969	chr3	49674351	49674351	APEH	True	False	0.23678680814766292
28478	42971	chr2	237967014	237967014	UBE2F	True	False	0.42405451132408695
28486	42985	chr16	1351878	1351878	TSR3	True	False	0.2153224500204886
28501	43010	chr8	47960934	47960934	MCM4	False	True	0.29742659358207285
28519	43031	chr14	73644986	73644986	DNAL1	False	True	0.5457213481831845
28528	43043	chr16	30526566	30526566	ZNF768	True	False	0.3468084206535259
28548	43080	chr7	123557804	123557804	NDUFA5	True	False	0.11873226095909027
28549	43081	chr11	78079862	78079862	NDUFC2	True	False	0.47568987966215526
28568	43112	chr17	81860549	81860549	P4HB	True	False	0.09233243334153805
28570	43115	chr5	55307694	55307694	DHX29	True	False	0.31144772879518073
28577	43124	chr7	123749003	123749003	WASL	True	False	0.16085789879080287
28605	43159	chr11	6683340	6683340	MRPL17	True	False	0.2862791938149035
28618	43178	chr16	58188881	58188881	CSNK2A2	True	False	0.552408786874706
28622	43183	chr7	100676836	100676836	GNB2	True	False	0.1288999611341926
28633	43199	chr16	30430030	30430030	DCTPP1	True	False	0.16227967479320815
28665	43262	chr7	100706121	100706121	POP7	True	False	0.46821272600777647
28668	43265	chr17	42609735	42609735	TUBG1	True	False	0.22972990235449625
28673	43273	chr14	31207793	31207793	HECTD1	True	False	0.22373903490976424
28675	43278	chr17	42682531	42682531	CNTNAP1	False	True	0.4304839136924998
28684	43296	chr17	42745040	42745040	EZH1	False	True	0.40937162700832713
28724	43348	chr3	32817997	32817997	TRIM71	False	True	0.4690535636232562
28753	43381	chr17	42773449	42773449	VPS25	True	False	0.5812459735298939
28772	43409	chr17	782353	782353	MRM3	True	False	0.24226160627380733
28774	43414	chr15	80441231	80441231	ARNT2	False	True	0.8
28785	43428	chr12	118061179	118061179	WSB2	True	False	0.31211810127172734
28798	43446	chr5	133052013	133052013	HSPA4	True	False	0.18141192417754198
28811	43469	chr16	28495550	28495550	CLN3	False	True	0.16393592217302008
28814	43472	chr12	116277693	116277693	MED13L	False	True	0.20362809091515313
28815	43473	chr5	71455651	71455651	BDP1	False	True	0.1983545616676706
28831	43497	chr2	98608579	98608579	UNC50	True	False	0.2696647113054324
28834	43500	chr7	100694250	100694250	GIGYF1	True	False	0.3401958420689964
28842	43514	chr4	76023497	76023497	CXCL10	False	True	0.2922777685646127
28844	43517	chr7	6348967	6348967	FAM220A	True	False	0.5181377372338861
28871	43559	chr7	6484152	6484152	KDELR2	True	False	0.20305272786593792
28887	43580	chr11	64778521	64778521	SF1	True	False	0.08904098402770935
28891	43585	chr9	135500631	135500631	MRPS2	True	False	0.5167578951221887
28920	43637	chr5	73498492	73498492	BTF3	True	False	0.44478179803110185
28945	43675	chr14	101761709	101761709	PPP2R5C	True	False	0.30728335076416796
28949	43680	chr19	572572	572572	BSG	True	False	0.24612653550457014
28951	43683	chr12	109459629	109459629	KCTD10	True	False	0.3448019733502994
28954	43691	chr8	37762645	37762645	PLPBP	True	False	0.12341567007273763
28977	43728	chr9	99222315	99222315	SEC61B	True	False	0.21506405647939636
28996	43752	chr3	160565571	160565571	KPNA4	True	False	0.27635587074925433
29001	43757	chr2	55519646	55519646	CFAP36	True	False	0.2350254950629401
29003	43759	chr8	37849861	37849861	BRF2	True	False	0.13051465811002022
29012	43768	chr19	3626790	3626790	CACTIN	True	False	0.371511417445593
29029	43787	chr3	87227327	87227327	CHMP2B	True	False	0.14303275205611815
29036	43796	chr15	25759724	25759724	ATP10A	False	True	0.4291166161855579
29037	43798	chr19	3700468	3700468	PIP5K1C	True	False	0.33489944163044344
29051	43815	chr10	103367990	103367990	TAF5	False	True	0.4480549438834052
29055	43820	chr7	128862904	128862904	ATP6V1F	True	False	0.15769945157605772
29071	43847	chr8	38176716	38176716	LSM1	True	False	0.20092961524621414
29075	43855	chr19	15379787	15379787	AKAP8	False	True	0.28085554408802277
29085	43868	chr2	196799683	196799683	GTF3C3	True	False	0.44728795045815306
29097	43888	chr3	51941904	51941904	RRP9	True	False	0.2857880611614293
29112	43907	chr1	155140407	155140407	DPM3	True	False	0.19396175982352531
29126	43930	chr1	11934717	11934717	PLOD1	True	False	0.35448520504092285
29151	43959	chr1	12022222	12022222	MIIP	True	False	0.4542553463881665
29153	43965	chr12	122526936	122526936	RSRC2	True	False	0.3152468967426283
